﻿"INDEX_KEY","CRTR_YMD","CRTR_WEEK","DWK_NM","CTPV_CD","CTPV_NM","SGG_CD","SGG_NM","TMZN_CD","SEX_DV","AGRDE_CLS","REVISN_LIVE_PUL_CNT"
"LI122200010006LI1222000100062707224","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","10","13267.10895"
"LI122200010006LI1222000100062707225","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","14","14310.55833"
"LI122200010006LI1222000100062707226","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","16","MALE","4","9150.401001"
"LI122200010006LI1222000100062707227","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","11","9840.556749"
"LI122200010006LI1222000100062707228","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","3","MALE","4","9498.025071"
"LI122200010006LI1222000100062707229","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","8","MALE","1","6476.491712"
"LI122200010006LI1222000100062707230","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","11","MALE","1","6629.67503"
"LI122200010006LI1222000100062707231","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","6","MALE","11","11478.14388"
"LI122200010006LI1222000100062707232","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","7","15294.50513"
"LI122200010006LI1222000100062707233","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","0","MALE","7","16116.23471"
"LI122200010006LI1222000100062707234","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","21","MALE","2","19588.74127"
"LI122200010006LI1222000100062707235","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","14","MALE","9","16294.57422"
"LI122200010006LI1222000100062707236","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","15","MALE","5","11433.75314"
"LI122200010006LI1222000100062707237","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","19","MALE","12","9738.628353"
"LI122200010006LI1222000100062707238","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","18","MALE","11","10189.45669"
"LI122200010006LI1222000100062707239","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","1","6767.446733"
"LI122200010006LI1222000100062707240","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","3","MALE","3","20271.5412"
"LI122200010006LI1222000100062707241","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","14","13896.95348"
"LI122200010006LI1222000100062707242","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","22","MALE","11","10795.04216"
"LI122200010006LI1222000100062707243","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","5","MALE","8","19102.88077"
"LI122200010006LI1222000100062707244","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","6","13266.83107"
"LI122200010006LI1222000100062707245","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","11","MALE","13","7249.177109"
"LI122200010006LI1222000100062707246","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","12","9917.262514"
"LI122200010006LI1222000100062707247","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","10","12802.25728"
"LI122200010006LI1222000100062707248","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","13","7245.084358"
"LI122200010006LI1222000100062707249","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","7","17770.36751"
"LI122200010006LI1222000100062707250","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","21","MALE","8","18226.6313"
"LI122200010006LI1222000100062707251","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","12","9874.581195"
"LI122200010006LI1222000100062707252","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","2","MALE","7","15668.72176"
"LI122200010006LI1222000100062707253","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","12","10190.54309"
"LI122200010006LI1222000100062707254","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","5","9207.304232"
"LI122200010006LI1222000100062707255","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","11","MALE","6","12016.34283"
"LI122200010006LI1222000100062707256","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","11","10133.42235"
"LI122200010006LI1222000100062707257","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","21","MALE","2","19334.56513"
"LI122200010006LI1222000100062707258","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","3","MALE","6","12111.44504"
"LI122200010006LI1222000100062707259","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","6","13033.41369"
"LI122200010006LI1222000100062707260","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","13","7016.058534"
"LI122200010006LI1222000100062707261","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","5","MALE","14","9805.640439"
"LI122200010006LI1222000100062707262","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","19","MALE","3","20086.45892"
"LI122200010006LI1222000100062707263","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","13","7192.918842"
"LI122200010006LI1222000100062707264","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","8","19971.9495"
"LI122200010006LI1222000100062707265","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","15","MALE","4","10374.77773"
"LI122200010006LI1222000100062707266","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","1","MALE","1","6682.517794"
"LI122200010006LI1222000100062707267","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","19","MALE","3","20435.38558"
"LI122200010006LI1222000100062707268","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","4","9231.084529"
"LI122200010006LI1222000100062707269","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","17","MALE","14","9915.611008"
"LI122200010006LI1222000100062707270","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","10","12997.68471"
"LI122200010006LI1222000100062707271","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","18","MALE","7","15461.30743"
"LI122200010006LI1222000100062707272","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","5","9766.337075"
"LI122200010006LI1222000100062707273","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","1","MALE","9","17393.4404"
"LI122200010006LI1222000100062707274","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","8","MALE","7","14347.99039"
"LI122200010006LI1222000100062707275","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","12","9956.953542"
"LI122200010006LI1222000100062707276","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","9","15004.22396"
"LI122200010006LI1222000100062707277","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","15","MALE","9","16393.90725"
"LI122200010006LI1222000100062707278","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","19","MALE","7","15787.34178"
"LI122200010006LI1222000100062707279","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","15","MALE","3","19882.4309"
"LI122200010006LI1222000100062707280","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","11","9665.136243"
"LI122200010006LI1222000100062707281","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","1","MALE","13","6808.432147"
"LI122200010006LI1222000100062707282","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","8","MALE","4","9868.417025"
"LI122200010006LI1222000100062707283","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","10","12623.20947"
"LI122200010006LI1222000100062707284","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","1","3132.688956"
"LI122200010006LI1222000100062707285","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","5","10162.73217"
"LI122200010006LI1222000100062707286","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","16","MALE","14","9807.390848"
"LI122200010006LI1222000100062707287","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","11","9694.356338"
"LI122200010006LI1222000100062707288","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","5","MALE","7","16517.20648"
"LI122200010006LI1222000100062707289","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","13","7130.740693"
"LI122200010006LI1222000100062707290","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","1","7332.159167"
"LI122200010006LI1222000100062707291","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","19","MALE","11","10608.21979"
"LI122200010006LI1222000100062707292","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","14","13932.54821"
"LI122200010006LI1222000100062707293","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","14","13900.21961"
"LI122200010006LI1222000100062707294","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","14","MALE","7","13160.64598"
"LI122200010006LI1222000100062707295","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","12","MALE","3","19180.37548"
"LI122200010006LI1222000100062707296","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","9","MALE","2","20192.7848"
"LI122200010006LI1222000100062707297","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","2","MALE","8","18397.55621"
"LI122200010006LI1222000100062707298","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","12","9945.940756"
"LI122200010006LI1222000100062707299","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","4","8063.394312"
